Criterion ID,Parent ID,Category
943,635,/Health/Medical Facilities & Services/Medical Procedures/Medical Tests & Exams
944,635,/Health/Medical Facilities & Services/Medical Procedures/Surgery
238,944,/Health/Medical Facilities & Services/Medical Procedures/Surgery/Cosmetic Surgery
500,256,/Health/Medical Facilities & Services/Physical Therapy
253,45,/Health/Medical Literature & Resources
945,253,/Health/Medical Literature & Resources/Medical Photos & Illustration
636,45,/Health/Men's Health
437,45,/Health/Mental Health
639,437,/Health/Mental Health/Anxiety & Stress
511,437,/Health/Mental Health/Counseling Services
640,437,/Health/Mental Health/Depression
418,45,/Health/Nursing
649,418,/Health/Nursing/Assisted Living & Long Term Care
456,45,/Health/Nutrition
457,456,/Health/Nutrition/Special & Restricted Diets
1572,457,/Health/Nutrition/Special & Restricted Diets/Kosher Foods
1570,457,/Health/Nutrition/Special & Restricted Diets/Low Carbohydrate Diets
1571,457,/Health/Nutrition/Special & Restricted Diets/Low Fat & Low Cholesterol Diets
237,456,/Health/Nutrition/Vitamins & Supplements
245,45,/Health/Oral & Dental Care
645,45,/Health/Pediatrics
248,45,/Health/Pharmacy
646,248,/Health/Pharmacy/Drugs & Medications
947,45,/Health/Public Health
1256,947,/Health/Public Health/Health Policy
644,947,/Health/Public Health/Occupational Health & Safety
946,947,/Health/Public Health/Toxic Substances & Poisoning
195,45,/Health/Reproductive Health
198,195,/Health/Reproductive Health/Birth Control
647,195,/Health/Reproductive Health/Infertility
202,195,/Health/Reproductive Health/Male Impotence
558,195,/Health/Reproductive Health/OBGYN
536,195,/Health/Reproductive Health/Sex Education & Counseling
1236,195,/Health/Reproductive Health/Sexual Enhancement
421,195,/Health/Reproductive Health/Sexually Transmitted Diseases
257,45,/Health/Substance Abuse
1351,257,/Health/Substance Abuse/Drug & Alcohol Testing
1350,257,/Health/Substance Abuse/Drug & Alcohol Treatment
1237,257,/Health/Substance Abuse/Smoking & Smoking Cessation
1235,257,/Health/Substance Abuse/Steroids & Performance-Enhancing Drugs
246,45,/Health/Vision Care
1502,246,/Health/Vision Care/Eye Exams & Optometry
1224,246,/Health/Vision Care/Eyeglasses & Contacts
1503,246,/Health/Vision Care/Laser Vision Correction
648,45,/Health/Women's Health
65,0,/Hobbies & Leisure
189,65,/Hobbies & Leisure/Clubs & Organizations
1468,189,/Hobbies & Leisure/Clubs & Organizations/Fraternal Orders & Service Clubs
1469,189,/Hobbies & Leisure/Clubs & Organizations/Youth Organizations & Resources
284,65,/Hobbies & Leisure/Crafts
1361,284,/Hobbies & Leisure/Crafts/Art & Craft Supplies
1470,284,/Hobbies & Leisure/Crafts/Ceramics & Pottery
1230,284,/Hobbies & Leisure/Crafts/Fiber & Textile Arts
1276,65,/Hobbies & Leisure/Merit Prizes & Contests
688,65,/Hobbies & Leisure/Outdoors
462,688,/Hobbies & Leisure/Outdoors/Fishing
542,688,/Hobbies & Leisure/Outdoors/Hiking & Camping
461,688,/Hobbies & Leisure/Outdoors/Hunting & Shooting
786,65,/Hobbies & Leisure/Paintball
787,65,/Hobbies & Leisure/Radio Control & Modeling
1590,787,/Hobbies & Leisure/Radio Control & Modeling/Model Trains & Railroads
999,65,/Hobbies & Leisure/Recreational Aviation
977,65,/Hobbies & Leisure/Special Occasions
1717,977,/Hobbies & Leisure/Special Occasions/Anniversaries
678,977,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events
1270,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days
1246,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Carnival & Mardi Gras
1274,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays
1078,1274,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Christmas
1123,1274,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Easter
1079,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Halloween & October 31st
1275,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Islamic Holidays
1124,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Jewish Holidays
1271,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year
1125,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Thanksgiving
1122,678,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Valentine's Day
293,977,/Hobbies & Leisure/Special Occasions/Weddings
1002,65,/Hobbies & Leisure/Water Activities
459,1002,/Hobbies & Leisure/Water Activities/Boating
1305,1002,/Hobbies & Leisure/Water Activities/Diving & Underwater Activities
689,1002,/Hobbies & Leisure/Water Activities/Surf & Swim
11,0,/Home & Garden
948,11,/Home & Garden/Bed & Bath
1365,948,/Home & Garden/Bed & Bath/Bathroom
1366,948,/Home & Garden/Bed & Bath/Bedroom
1369,1366,/Home & Garden/Bed & Bath/Bedroom/Bedding & Bed Linens
1367,1366,/Home & Garden/Bed & Bath/Bedroom/Beds & Headboards
1368,1366,/Home & Garden/Bed & Bath/Bedroom/Mattresses
472,11,/Home & Garden/Domestic Services
949,472,/Home & Garden/Domestic Services/Cleaning Services
828,11,/Home & Garden/HVAC & Climate Control
1835,828,/Home & Garden/HVAC & Climate Control/Air Conditioners
1800,828,/Home & Garden/HVAC & Climate Control/Air Filters & Purifiers
1724,828,/Home & Garden/HVAC & Climate Control/Fireplaces & Stoves
1836,828,/Home & Garden/HVAC & Climate Control/Heaters
1864,828,/Home & Garden/HVAC & Climate Control/Household Fans
137,11,/Home & Garden/Home & Interior Decor
271,11,/Home & Garden/Home Appliances
1726,271,/Home & Garden/Home Appliances/Vacuums & Floor Care
1371,271,/Home & Garden/Home Appliances/Water Filters & Purifiers
270,11,/Home & Garden/Home Furnishings
1363,270,/Home & Garden/Home Furnishings/Clocks
1731,270,/Home & Garden/Home Furnishings/Countertops
1723,270,/Home & Garden/Home Furnishings/Curtains & Window Treatments
1721,270,/Home & Garden/Home Furnishings/Kitchen & Dining Furniture
272,270,/Home & Garden/Home Furnishings/Lamps & Lighting
1720,270,/Home & Garden/Home Furnishings/Living Room Furniture
1875,1720,/Home & Garden/Home Furnishings/Living Room Furniture/Coffee Tables & End Tables
1370,1720,/Home & Garden/Home Furnishings/Living Room Furniture/Sofas & Armchairs
1722,270,/Home & Garden/Home Furnishings/Outdoor Furniture
1362,270,/Home & Garden/Home Furnishings/Rugs & Carpets
158,11,/Home & Garden/Home Improvement
950,158,/Home & Garden/Home Improvement/Construction & Power Tools
827,158,/Home & Garden/Home Improvement/Doors & Windows
832,158,/Home & Garden/Home Improvement/Flooring
1232,158,/Home & Garden/Home Improvement/House Painting & Finishing
1421,158,/Home & Garden/Home Improvement/Locks & Locksmiths
1153,158,/Home & Garden/Home Improvement/Plumbing
1175,158,/Home & Garden/Home Improvement/Roofing
1732,11,/Home & Garden/Home Safety & Security
1837,1732,/Home & Garden/Home Safety & Security/Home Alarm & Security Systems
1348,11,/Home & Garden/Home Storage & Shelving
1730,1348,/Home & Garden/Home Storage & Shelving/Cabinetry
952,11,"/Home & Garden/Home Swimming Pools, Saunas & Spas"
1805,11,/Home & Garden/Household Supplies
1831,1805,/Home & Garden/Household Supplies/Household Batteries
1832,1805,/Home & Garden/Household Supplies/Household Cleaning Supplies
951,11,/Home & Garden/Kitchen & Dining
120,951,/Home & Garden/Kitchen & Dining/Cookware & Diningware
1870,120,/Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware
1373,1870,/Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware/Cutlery & Cutting Accessories
1871,1870,/Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware/Kitchen Utensils & Gadgets
1872,120,/Home & Garden/Kitchen & Dining/Cookware & Diningware/Diningware
1293,951,/Home & Garden/Kitchen & Dining/Major Kitchen Appliances
1600,1293,/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Dishwashers
1604,1293,/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Kitchen Hoods & Vents
1601,1293,/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Microwaves
1602,1293,"/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Ranges, Cooktops & Ovens"
1603,1293,/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Refrigerators & Freezers
1292,951,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances
1605,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Blenders & Juicers
1606,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Bread Makers
1607,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Coffee & Espresso Makers
1729,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Food Mixers
1608,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Food Processors
1609,1292,/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Toasters & Toaster Ovens
1364,11,/Home & Garden/Laundry
1725,1364,/Home & Garden/Laundry/Washers & Dryers
1372,11,/Home & Garden/Nursery & Playroom
953,11,"/Home & Garden/Patio, Lawn & Garden"
1727,953,"/Home & Garden/Patio, Lawn & Garden/Barbecues & Grills"
1876,953,"/Home & Garden/Patio, Lawn & Garden/Garden Structures"
269,953,"/Home & Garden/Patio, Lawn & Garden/Gardening"
1753,953,"/Home & Garden/Patio, Lawn & Garden/Landscape Design"
1752,953,"/Home & Garden/Patio, Lawn & Garden/Yard Maintenance"
1728,1752,"/Home & Garden/Patio, Lawn & Garden/Yard Maintenance/Lawn Mowers"
471,11,/Home & Garden/Pest Control
13,0,/Internet & Telecom
385,13,/Internet & Telecom/Communications Equipment
1182,385,/Internet & Telecom/Communications Equipment/Radio Equipment
394,13,/Internet & Telecom/Email & Messaging
1522,394,/Internet & Telecom/Email & Messaging/Electronic Spam
1838,394,/Internet & Telecom/Email & Messaging/Email
1379,394,/Internet & Telecom/Email & Messaging/Text & Instant Messaging
386,394,/Internet & Telecom/Email & Messaging/Voice & Video Chat
382,13,/Internet & Telecom/Mobile & Wireless
1171,382,/Internet & Telecom/Mobile & Wireless/Mobile & Wireless Accessories
1170,1171,/Internet & Telecom/Mobile & Wireless/Mobile & Wireless Accessories/Bluetooth Accessories
1109,382,/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons
1461,1109,/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps
532,1109,/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes
1462,1109,/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/iOS Apps
390,382,/Internet & Telecom/Mobile & Wireless/Mobile Phones
1839,390,/Internet & Telecom/Mobile & Wireless/Mobile Phones/Mobile Phone Repair & Services
1071,390,/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones
485,13,/Internet & Telecom/Search Engines
1234,485,/Internet & Telecom/Search Engines/People Search
383,13,/Internet & Telecom/Service Providers
501,383,/Internet & Telecom/Service Providers/Cable & Satellite Providers
104,383,/Internet & Telecom/Service Providers/ISPs
1463,383,/Internet & Telecom/Service Providers/Internet Cafes
384,383,/Internet & Telecom/Service Providers/Phone Service Providers
389,384,/Internet & Telecom/Service Providers/Phone Service Providers/Calling Cards
392,13,/Internet & Telecom/Teleconferencing
1142,13,/Internet & Telecom/Web Apps & Online Tools
301,13,/Internet & Telecom/Web Portals
302,13,/Internet & Telecom/Web Services
326,302,/Internet & Telecom/Web Services/Affiliate Programs
1464,302,/Internet & Telecom/Web Services/Cloud Storage
84,302,/Internet & Telecom/Web Services/Search Engine Optimization & Marketing
422,302,/Internet & Telecom/Web Services/Web Design & Development
53,302,/Internet & Telecom/Web Services/Web Hosting & Domain Registration
1745,53,/Internet & Telecom/Web Services/Web Hosting & Domain Registration/Domain Registration
1746,53,/Internet & Telecom/Web Services/Web Hosting & Domain Registration/Web Hosting
675,302,/Internet & Telecom/Web Services/Web Stats & Analytics
958,0,/Jobs & Education
74,958,/Jobs & Education/Education
1289,74,/Jobs & Education/Education/Academic Conferences & Publications
1015,74,/Jobs & Education/Education/Alumni & Reunions
372,74,/Jobs & Education/Education/Colleges & Universities
1465,372,"/Jobs & Education/Education/Colleges & Universities/Fraternities, Sororities & Student Societies"
1229,74,/Jobs & Education/Education/Computer Education
367,74,/Jobs & Education/Education/Distance Learning
1012,74,/Jobs & Education/Education/Early Childhood Education
1579,1012,/Jobs & Education/Education/Early Childhood Education/Preschool
791,74,/Jobs & Education/Education/Homeschooling
1840,74,/Jobs & Education/Education/Open Online Courses
371,74,/Jobs & Education/Education/Primary & Secondary Schooling (K-12)
1801,74,/Jobs & Education/Education/Private Tutoring Services
1118,74,/Jobs & Education/Education/Special Education
373,74,/Jobs & Education/Education/Standardized & Admissions Tests
1308,74,/Jobs & Education/Education/Study Abroad
700,74,/Jobs & Education/Education/Teaching & Classroom Resources
1466,700,/Jobs & Education/Education/Teaching & Classroom Resources/Lesson Plans
1467,700,/Jobs & Education/Education/Teaching & Classroom Resources/School Supplies & Classroom Equipment
1388,74,/Jobs & Education/Education/Training & Certification
369,74,/Jobs & Education/Education/Vocational & Continuing Education
1471,958,/Jobs & Education/Internships
60,958,/Jobs & Education/Jobs
959,60,/Jobs & Education/Jobs/Career Resources & Planning
960,60,/Jobs & Education/Jobs/Job Listings
1472,960,/Jobs & Education/Jobs/Job Listings/Accounting & Finance Jobs
1473,960,/Jobs & Education/Jobs/Job Listings/Clerical & Administrative Jobs
1474,960,/Jobs & Education/Jobs/Job Listings/Education Jobs
1475,960,/Jobs & Education/Jobs/Job Listings/Executive & Management Jobs
1476,960,/Jobs & Education/Jobs/Job Listings/Government & Public Sector Jobs
1477,960,/Jobs & Education/Jobs/Job Listings/Health & Medical Jobs
802,960,/Jobs & Education/Jobs/Job Listings/IT & Technical Jobs
1478,960,/Jobs & Education/Jobs/Job Listings/Legal Jobs
1479,960,/Jobs & Education/Jobs/Job Listings/Retail Jobs
1481,960,/Jobs & Education/Jobs/Job Listings/Sales & Marketing Jobs
1480,960,/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs
961,60,/Jobs & Education/Jobs/Resumes & Portfolios
19,0,/Law & Government
76,19,/Law & Government/Government
1075,76,/Law & Government/Government/Courts & Judiciary
962,76,/Law & Government/Government/Embassies & Consulates
963,76,/Law & Government/Government/Executive Branch
1387,76,/Law & Government/Government/Government Agencies
1385,76,/Law & Government/Government/Government Contracting & Procurement
1221,76,/Law & Government/Government/Intelligence & Counterterrorism
964,76,/Law & Government/Government/Legislative Branch
1386,76,/Law & Government/Government/Lobbying
965,76,/Law & Government/Government/Multilateral Organizations
1161,76,/Law & Government/Government/Public Finance
1316,76,/Law & Government/Government/Public Policy
702,76,/Law & Government/Government/Royalty
966,76,/Law & Government/Government/State & Local Government
555,76,/Law & Government/Government/Visa & Immigration
75,19,/Law & Government/Legal
427,75,/Law & Government/Legal/Accident & Personal Injury Law
423,75,/Law & Government/Legal/Bankruptcy
1272,75,/Law & Government/Legal/Business & Corporate Law
967,75,/Law & Government/Legal/Constitutional Law & Civil Rights
424,75,/Law & Government/Legal/Criminal Law
522,75,/Law & Government/Legal/Family Law
426,75,/Law & Government/Legal/Intellectual Property
701,75,/Law & Government/Legal/Labor & Employment Law
792,75,/Law & Government/Legal/Legal Education
969,75,/Law & Government/Legal/Legal Services
970,75,/Law & Government/Legal/Product Liability
1705,75,/Law & Government/Legal/Real Estate Law
366,19,/Law & Government/Military
1247,366,/Law & Government/Military/Air Force
1248,366,/Law & Government/Military/Army
1250,366,/Law & Government/Military/Marines
1249,366,/Law & Government/Military/Navy
793,366,/Law & Government/Military/Veterans
166,19,/Law & Government/Public Safety
704,166,/Law & Government/Public Safety/Crime & Justice
1181,704,/Law & Government/Public Safety/Crime & Justice/Corporate & Financial Crime
1312,704,/Law & Government/Public Safety/Crime & Justice/Gangs & Organized Crime
1284,704,/Law & Government/Public Safety/Crime & Justice/Prisons & Corrections
168,166,/Law & Government/Public Safety/Emergency Services
535,166,/Law & Government/Public Safety/Law Enforcement
705,166,/Law & Government/Public Safety/Security Products & Services
508,19,/Law & Government/Social Services
706,508,/Law & Government/Social Services/Welfare & Unemployment
16,0,/News
112,16,/News/Broadcast & Network News
784,16,/News/Business News
1179,784,/News/Business News/Company News
1240,1179,/News/Business News/Company News/Company Earnings
1241,1179,/News/Business News/Company News/Mergers & Acquisitions
1164,784,/News/Business News/Economy News
1163,784,/News/Business News/Financial Markets News
1165,784,/News/Business News/Fiscal Policy News
507,16,/News/Gossip & Tabloid News
1259,507,/News/Gossip & Tabloid News/Scandals & Investigations
1253,16,/News/Health News
1204,16,/News/Journalism & News Industry
572,16,/News/Local News
408,16,/News/Newspapers
396,16,/News/Politics
398,396,/News/Politics/Campaigns & Elections
1203,396,/News/Politics/Media Critics & Watchdogs
1201,396,/News/Politics/Opinion & Commentary
1202,396,/News/Politics/Political Polls & Surveys
410,396,/News/Politics/Politics (Left)
409,396,/News/Politics/Politics (Right)
1077,16,/News/Sports News
785,16,/News/Technology News
63,16,/News/Weather
1209,16,/News/World News
299,0,/Online Communities
504,299,/Online Communities/Blogging Resources & Services
1381,504,/Online Communities/Blogging Resources & Services/Microblogging
55,299,/Online Communities/Dating & Personals
546,55,/Online Communities/Dating & Personals/Matrimonial Services
102,55,/Online Communities/Dating & Personals/Personals
320,55,/Online Communities/Dating & Personals/Photo Rating Sites
1482,299,/Online Communities/Feed Aggregation & Social Bookmarking
321,299,/Online Communities/File Sharing & Hosting
191,299,/Online Communities/Forum & Chat Providers
43,299,/Online Communities/Online Goodies
1223,43,/Online Communities/Online Goodies/Clip Art & Animated GIFs
578,43,"/Online Communities/Online Goodies/Skins, Themes & Wallpapers"
847,43,/Online Communities/Online Goodies/Social Network Apps & Add-Ons
582,299,/Online Communities/Online Journals & Personal Sites
275,299,/Online Communities/Photo & Video Sharing
978,275,/Online Communities/Photo & Video Sharing/Photo & Image Sharing
979,275,/Online Communities/Photo & Video Sharing/Video Sharing
529,299,/Online Communities/Social Networks
972,299,/Online Communities/Virtual Worlds
14,0,/People & Society
677,14,/People & Society/Disabled & Special Needs
56,14,/People & Society/Ethnic & Identity Groups
579,56,/People & Society/Ethnic & Identity Groups/Africans & Diaspora
547,579,/People & Society/Ethnic & Identity Groups/Africans & Diaspora/African-Americans
556,56,/People & Society/Ethnic & Identity Groups/Arabs & Middle Easterners
1257,56,/People & Society/Ethnic & Identity Groups/Asians & Diaspora
549,1257,/People & Society/Ethnic & Identity Groups/Asians & Diaspora/East Asians & Diaspora
528,1257,/People & Society/Ethnic & Identity Groups/Asians & Diaspora/South Asians & Diaspora
580,1257,/People & Society/Ethnic & Identity Groups/Asians & Diaspora/Southeast Asians & Pacific Islanders
682,56,/People & Society/Ethnic & Identity Groups/Eastern Europeans
973,56,/People & Society/Ethnic & Identity Groups/Expatriate Communities
681,56,/People & Society/Ethnic & Identity Groups/Indigenous Peoples
171,681,/People & Society/Ethnic & Identity Groups/Indigenous Peoples/Native Americans
550,56,/People & Society/Ethnic & Identity Groups/Jewish Culture
548,56,/People & Society/Ethnic & Identity Groups/Latinos & Latin-Americans
113,56,"/People & Society/Ethnic & Identity Groups/Lesbian, Gay, Bisexual & Transgender"
683,56,/People & Society/Ethnic & Identity Groups/Western Europeans
1131,14,/People & Society/Family & Relationships
1304,1131,/People & Society/Family & Relationships/Etiquette
1132,1131,/People & Society/Family & Relationships/Family
400,1132,/People & Society/Family & Relationships/Family/Ancestry & Genealogy
1231,1132,/People & Society/Family & Relationships/Family/Baby & Pet Names
58,1132,/People & Society/Family & Relationships/Family/Parenting
974,58,/People & Society/Family & Relationships/Family/Parenting/Adoption
1374,58,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers
1585,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby & Toddler Toys
115,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Care & Hygiene
1584,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Feeding
1738,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Strollers & Transport
1741,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Child Car Seats
1735,1374,/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Diapering & Potty Training
403,58,/People & Society/Family & Relationships/Family/Parenting/Child Care
401,58,/People & Society/Family & Relationships/Family/Parenting/Pregnancy & Maternity
402,58,/People & Society/Family & Relationships/Family/Parenting/Youth Camps
1134,1131,/People & Society/Family & Relationships/Friendship
1133,1131,/People & Society/Family & Relationships/Marriage
1135,1131,/People & Society/Family & Relationships/Romance
1260,1131,/People & Society/Family & Relationships/Troubled Relationships
1261,1260,/People & Society/Family & Relationships/Troubled Relationships/Divorce & Separation
594,14,/People & Society/Men's Interests
525,594,/People & Society/Men's Interests/Men's Interests (Mature)
59,14,/People & Society/Religion & Belief
448,59,/People & Society/Religion & Belief/Astrology & Divination
862,59,/People & Society/Religion & Belief/Buddhism
864,59,/People & Society/Religion & Belief/Christianity
866,59,/People & Society/Religion & Belief/Hinduism
868,59,/People & Society/Religion & Belief/Islam
869,59,/People & Society/Religion & Belief/Judaism
1803,59,/People & Society/Religion & Belief/Mindfulness & Meditation
1258,59,/People & Society/Religion & Belief/Pagan & Esoteric Traditions
1296,59,/People & Society/Religion & Belief/Places of Worship
1251,59,/People & Society/Religion & Belief/Scientology
975,59,/People & Society/Religion & Belief/Skeptics & Non-Believers
101,59,/People & Society/Religion & Belief/Spirituality
1340,59,/People & Society/Religion & Belief/Theology & Religious Study
870,14,/People & Society/Self-Help & Motivational
298,14,/People & Society/Seniors & Retirement
54,14,/People & Society/Social Issues & Advocacy
57,54,/People & Society/Social Issues & Advocacy/Charity & Philanthropy
1205,54,/People & Society/Social Issues & Advocacy/Discrimination & Identity Relations
1314,54,/People & Society/Social Issues & Advocacy/Drug Laws & Policy
1483,54,/People & Society/Social Issues & Advocacy/Ethics
82,54,/People & Society/Social Issues & Advocacy/Green Living & Environmental Issues
1166,54,/People & Society/Social Issues & Advocacy/Housing & Development
1280,54,/People & Society/Social Issues & Advocacy/Human Rights & Liberties
1313,54,/People & Society/Social Issues & Advocacy/Immigration Policy & Border Issues
1127,54,/People & Society/Social Issues & Advocacy/Poverty & Hunger
1281,54,/People & Society/Social Issues & Advocacy/Privacy Issues
976,54,/People & Society/Social Issues & Advocacy/Reproductive Rights
1301,54,/People & Society/Social Issues & Advocacy/Same-Sex Marriage
703,54,/People & Society/Social Issues & Advocacy/Work & Labor Issues
1121,703,/People & Society/Social Issues & Advocacy/Work & Labor Issues/Unions & Labor Movement
509,14,/People & Society/Social Sciences
1484,509,/People & Society/Social Sciences/Anthropology
1485,509,/People & Society/Social Sciences/Archaeology
1302,509,/People & Society/Social Sciences/Communications & Media Studies
1303,1302,/People & Society/Social Sciences/Communications & Media Studies/Public Speaking
510,509,/People & Society/Social Sciences/Demographics
520,509,/People & Society/Social Sciences/Economics
1641,509,/People & Society/Social Sciences/Political Science
521,1641,/People & Society/Social Sciences/Political Science/International Relations
543,509,/People & Society/Social Sciences/Psychology
502,14,/People & Society/Subcultures & Niche Interests
503,502,/People & Society/Subcultures & Niche Interests/Goth Subculture
676,502,/People & Society/Subcultures & Niche Interests/Science Fiction & Fantasy
325,14,/People & Society/Women's Interests
66,0,/Pets & Animals
882,66,/Pets & Animals/Animal Products & Services
883,882,/Pets & Animals/Animal Products & Services/Animal Welfare
379,882,/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies
380,882,/Pets & Animals/Animal Products & Services/Veterinarians
563,66,/Pets & Animals/Pets
884,563,/Pets & Animals/Pets/Birds
885,563,/Pets & Animals/Pets/Cats
886,563,/Pets & Animals/Pets/Dogs
607,563,/Pets & Animals/Pets/Exotic Pets
887,563,/Pets & Animals/Pets/Fish & Aquaria
888,563,/Pets & Animals/Pets/Horses
889,563,/Pets & Animals/Pets/Rabbits & Rodents
890,563,/Pets & Animals/Pets/Reptiles & Amphibians
119,66,/Pets & Animals/Wildlife
29,0,/Real Estate
687,29,/Real Estate/Property Development
1080,29,/Real Estate/Real Estate Listings
1460,1080,/Real Estate/Real Estate Listings/Bank-Owned & Foreclosed Properties
1178,1080,/Real Estate/Real Estate Listings/Commercial Properties
1707,1080,/Real Estate/Real Estate Listings/Lots & Land
378,1080,/Real Estate/Real Estate Listings/Residential Rentals
1708,378,/Real Estate/Real Estate Listings/Residential Rentals/Furnished Rentals
1709,378,/Real Estate/Real Estate Listings/Residential Rentals/Roommates & Shares
1710,1080,/Real Estate/Real Estate Listings/Residential Sales
1713,1710,/Real Estate/Real Estate Listings/Residential Sales/Condos & Townhomes
1715,1710,/Real Estate/Real Estate Listings/Residential Sales/New Homes & Custom Homes
1081,1080,/Real Estate/Real Estate Listings/Timeshares & Vacation Properties
1712,29,/Real Estate/Real Estate Services
463,1712,/Real Estate/Real Estate Services/Property Inspections & Appraisals
425,1712,/Real Estate/Real Estate Services/Property Management
96,1712,/Real Estate/Real Estate Services/Real Estate Agencies
1716,1712,/Real Estate/Real Estate Services/Real Estate Title & Escrow
533,0,/Reference
527,533,/Reference/Directories & Listings
377,527,/Reference/Directories & Listings/Business & Personal Listings
980,533,/Reference/General Reference
690,980,/Reference/General Reference/Biographies & Quotations
691,980,/Reference/General Reference/Calculators & Reference Tools
692,980,/Reference/General Reference/Dictionaries & Encyclopedias
374,980,/Reference/General Reference/Educational Resources
693,980,/Reference/General Reference/Forms Guides & Templates
1137,693,/Reference/General Reference/Forms Guides & Templates/Legal Forms
694,980,"/Reference/General Reference/How-To, DIY & Expert Content"
1136,980,/Reference/General Reference/Public Records
695,980,/Reference/General Reference/Time & Calendars
1084,533,/Reference/Geographic Reference
1014,1084,/Reference/Geographic Reference/City & Local Guides
268,1084,/Reference/Geographic Reference/Maps
474,533,/Reference/Humanities
433,474,/Reference/Humanities/History
1288,433,/Reference/Humanities/History/Military History
609,474,/Reference/Humanities/Myth & Folklore
1093,474,/Reference/Humanities/Philosophy
108,533,/Reference/Language Resources
1264,108,/Reference/Language Resources/Foreign Language Resources
1266,1264,/Reference/Language Resources/Foreign Language Resources/Foreign Language Study
1265,1264,/Reference/Language Resources/Foreign Language Resources/Translation Tools & Resources
375,533,/Reference/Libraries & Museums
1520,375,/Reference/Libraries & Museums/Libraries
1519,375,/Reference/Libraries & Museums/Museums
1233,533,/Reference/Technical Reference
174,0,/Science
435,174,/Science/Astronomy
440,174,/Science/Biological Sciences
788,440,/Science/Biological Sciences/Anatomy
981,440,/Science/Biological Sciences/Flora & Fauna
1278,981,/Science/Biological Sciences/Flora & Fauna/Insects & Entomology
982,440,/Science/Biological Sciences/Genetics
1226,440,/Science/Biological Sciences/Neuroscience
505,174,/Science/Chemistry
1227,174,/Science/Computer Science
1299,1227,/Science/Computer Science/Machine Learning & Artificial Intelligence
1168,174,/Science/Earth Sciences
1254,1168,/Science/Earth Sciences/Atmospheric Science
443,1168,/Science/Earth Sciences/Geology
1169,1168,/Science/Earth Sciences/Paleontology
441,1168,/Science/Earth Sciences/Water & Marine Sciences
442,174,/Science/Ecology & Environment
1255,442,/Science/Ecology & Environment/Climate Change & Global Warming
231,174,/Science/Engineering & Technology
1844,231,/Science/Engineering & Technology/Augmented & Virtual Reality
1141,231,/Science/Engineering & Technology/Robotics
436,174,/Science/Mathematics
1252,436,/Science/Mathematics/Statistics
444,174,/Science/Physics
445,174,/Science/Scientific Equipment
446,174,/Science/Scientific Institutions
18,0,/Shopping
64,18,/Shopping/Antiques & Collectibles
68,18,/Shopping/Apparel
1228,68,/Shopping/Apparel/Apparel Services
